x1,x2,x3,y
21.749540914259438,26.782451281491767,48.44742458766607,176.83849078278854
30.510105934379986,75.25657434233472,9.755290283641378,140.81426491312084
27.47791672583277,34.61859143163887,49.467750756375956,200.97159235454768
15.711804616129527,76.41339529132313,6.412410282253244,105.4328111193365
26.54234164775813,85.93373813960359,17.737546797313836,157.05771360908042
19.94925962466293,20.099800980127284,20.43629641381324,124.9779381940212
17.941469618580758,88.35379433406096,39.14608264704476,164.7370776124839
27.855548269598557,50.385347593784374,28.975372121718873,170.6903455716356
24.396086428973632,46.22571641572827,19.605669522875917,142.0349019935058
16.626975612837995,44.10996323520318,2.657479608647395,81.45343922829085
22.76331412253991,21.979944980368582,38.560051451831676,161.6654576931541
34.22835155693147,56.829993178240244,39.99291108764456,216.84282838003867
20.957187967804224,45.350414843616576,17.999940471988644,137.62081113117904
22.049620938867022,36.80268931349048,44.124656370957325,178.25823978528118
18.22734716776766,72.52722489634911,31.787816718375954,157.53765603196342
19.673808976507274,49.24731642743775,4.4935235344669975,93.73479476858222
24.85236187985739,53.05966750301607,16.806524024157277,137.82976486931426
31.464527184929988,38.84075486797628,19.62258444311334,168.59070219956186
25.545102999013544,26.392935105573265,2.6153426754842837,84.88343123944986
23.045893561526373,42.10497684079152,11.854070246563575,117.61383080789324
29.355210896324618,38.93743908937924,12.147600008641335,135.86258637668163
17.298659941191335,87.90536332370007,1.4315852366820758,85.76287215234262
33.91499404451861,57.25643933736885,2.4630367355366056,126.58221568870346
27.475067687384655,39.56997037593986,3.001130056230422,94.08310969973957
29.832545749037777,50.880051955835356,46.34361014073291,203.75613480053485
20.556657991293086,43.72795860340919,26.380495034880568,146.99407262479951
22.67665903866088,33.73509558192067,31.521323235682857,164.85833965644045
23.23495335180486,26.783590427446775,16.772170325011814,127.43177271826576
24.079176660957195,46.593668137688425,44.65074667563063,183.5619929634463
28.143953232801245,64.10656946187882,19.590038546233085,157.40809556986798
29.291918454001248,37.72717541281756,25.038974547030072,165.97690407877076
17.230244246425528,72.18269267449386,33.73815206957094,157.95772350128908
28.65080957534314,56.12872089417407,2.8467478468656715,105.25024667973292
31.900792977932852,41.044235000717286,45.62374928596744,213.4675868053269
32.28461204523114,27.297023921934425,17.101691993522884,151.34545955397158
30.174306423278416,41.701144907529425,41.03111271415768,198.93869626600954
27.821722071643187,22.22892211836685,20.369166290221692,143.15182548910872
22.701954572038506,37.7038263889401,19.080460899136263,135.42018418895847
29.188777292679497,82.69684488465252,32.88387168963152,184.49139569353588
23.240354779033126,30.18776719258524,14.562462724083487,124.92606708597377
15.986179742196494,37.060199251726836,45.98308285437511,165.20755553933574
31.16794696232922,44.13508500581756,40.63650247157929,201.1437595851838
19.66792538916254,45.13158316830602,47.716273283939174,177.29913729383065
15.364651653527233,46.71020714778625,18.612932094737612,129.34497173634242
22.397772512962497,88.9966216117155,26.630610732050158,160.88979819889036
23.803049874792027,26.981168064071767,2.2629156935275727,79.99863258786885
18.98439371674153,56.54666658403523,20.4146696894608,138.32928626257672
29.102782911411268,60.67856799503389,3.2620227087741593,108.75608513020696
24.08754669119922,68.5992322505104,47.76433069247477,189.28859724985608
33.63507438865633,83.72877627046813,19.06938315367829,178.32442611362185
18.71466144010371,35.394718362756194,44.40568275901885,166.2129707023309
26.755908101327442,79.96887561892981,4.5777113632191,114.2056017286818
27.969291138004742,47.90402731508525,9.473981004775862,127.935408521854
33.67230755670188,89.64649902853593,40.381171575089866,217.13394035988213
30.018795967266364,49.43763830482136,7.321327082445,125.65599017210431
22.186779810315745,87.51214877956588,37.82122681596255,173.2892707092905
